# ============================================================================
# CHAOS REDUX - EVENT 006 INDEPENDENCE WAVE IDEAS REGISTRY
# ============================================================================
# Definition-only source consolidation. Original identifiers, values, and
# section order are preserved; source markers retain package provenance.
# Identical file-scoped constants are emitted once at the registry header.
# ============================================================================

# Consolidated file-scoped constants
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MINOR
			}
		}

		independence_wave_form05_ratified_island_union = {
			picture = independence_wave_form05_ratified_union
			allowed = { has_independence_wave_form05_active_progression = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STRONG
				war_support_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_EXTREME
				industrial_capacity_dockyard = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_DECISIVE
			}
		}

		independence_wave_form05_charter_breakdown = {
			picture = independence_wave_form05_charter_breakdown
			allowed = { has_independence_wave_form05_active_progression = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_MAJOR_REDUCTION
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_DECISIVE_REDUCTION
				planning_speed = @CR_SC_INDEPENDENCE_WAVE_MEDITERRANEAN_MODIFIER_STANDARD_REDUCTION
			}
		}

		# SOURCE: 006_independence_wave_montenegro_ideas.txt
		mnt_divided_mountain_authority = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = MNT }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @mnt_crisis_stability
				supply_consumption_factor = @mnt_crisis_supply
				army_defence_factor = @mnt_crisis_defense
			}
		}

		mnt_mountain_state_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = MNT }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @mnt_mature_stability
				supply_consumption_factor = @mnt_mature_supply
				army_defence_factor = @mnt_mature_defense
			}
		}

		mnt_constitutional_assembly_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = MNT }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @mnt_constitutional_pp
				stability_factor = @mnt_constitutional_stability
				research_speed_factor = @mnt_constitutional_research
			}
		}

		mnt_mountain_workers_council = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = MNT }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @mnt_socialist_factory
				production_speed_buildings_factor = @mnt_socialist_construction
				consumer_goods_factor = @mnt_socialist_consumer
			}
		}

		mnt_crown_and_communes_settlement = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = MNT }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @mnt_traditional_stability
				war_support_factor = @mnt_traditional_war_support
				recruitable_population_factor = @mnt_traditional_recruitable
			}
		}

		mnt_national_mountain_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = MNT }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = @mnt_emergency_defense
				army_org_factor = @mnt_emergency_org
				training_time_army_factor = @mnt_emergency_training
			}
		}

		# SOURCE: 006_independence_wave_pacific_ideas.txt
		hbx_divided_federal_arsenals = {
			picture = independence_wave_fragmented_command
			allowed = { is_independence_wave_hbx_package = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STRONG_REDUCTION
				production_factory_efficiency_gain_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD_REDUCTION
				planning_speed = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD_REDUCTION
			}
		}

		hbx_californian_ports_and_works_board = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_hbx_package = yes }
			modifier = {
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD
				industrial_capacity_dockyard = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STRONG
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STRONG
			}
		}

		haw_exposed_island_supply = {
			picture = independence_wave_unsettled_borders
			allowed = { is_independence_wave_haw_package = yes }
			modifier = {
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_MAJOR
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STRONG_REDUCTION
			}
		}

		haw_island_shipping_compact = {
			picture = independence_wave_league_membership
			allowed = { is_independence_wave_haw_package = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STRONG
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD_REDUCTION
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_MAJOR
			}
		}

		fsm_scattered_island_authority = {
			picture = independence_wave_improvised_government
			allowed = { is_independence_wave_fsm_package = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD_REDUCTION
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STRONG_REDUCTION
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD_REDUCTION
			}
		}

		fsm_federal_patrol_compact = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_fsm_package = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_MAJOR
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STRONG
				recruitable_population_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_RECRUITABLE_POPULATION
			}
		}

		fij_unsettled_congress = {
			picture = independence_wave_improvised_government
			allowed = { is_independence_wave_fij_package = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STRONG_REDUCTION
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD_REDUCTION
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD
			}
		}

		fij_communal_charter = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_fij_package = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD
				recruitable_population_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_RECRUITABLE_POPULATION
				political_power_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_MINOR
			}
		}

		fij_coastal_guard_compact = {
			picture = independence_wave_league_membership
			allowed = { is_independence_wave_fij_package = yes }
			modifier = {
				coastal_bunker_effectiveness_factor = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STRONG
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_MAJOR
				planning_speed = @CR_SC_INDEPENDENCE_WAVE_PACIFIC_MODIFIER_STANDARD
			}
		}

		independence_wave_form48_federal_coordination = {
			picture = independence_wave_league_membership
			allowed = { has_country_flag = independence_wave_form48_federal_carrier }
			modifier = {
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_FORM48_MODIFIER_CARRIER_INDUSTRY
				industrial_capacity_dockyard = @CR_SC_INDEPENDENCE_WAVE_FORM48_MODIFIER_CARRIER_DOCKYARD
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_FORM48_MODIFIER_CARRIER_ESCORT
				planning_speed = @CR_SC_INDEPENDENCE_WAVE_FORM48_MODIFIER_CARRIER_PLANNING
			}
		}

		independence_wave_form48_autonomous_compact = {
			picture = independence_wave_league_membership
			allowed = { has_country_flag = independence_wave_form48_autonomous_member }
			modifier = {
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_FORM48_MODIFIER_MEMBER_TRADE
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_FORM48_MODIFIER_MEMBER_SUPPLY
				convoy_escort_efficiency = @CR_SC_INDEPENDENCE_WAVE_FORM48_MODIFIER_MEMBER_ESCORT
			}
		}

		# SOURCE: 006_independence_wave_rhineland_bavaria_ideas.txt
		rhi_divided_river_authority = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = RHI }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @rhi_crisis_stability
				industrial_capacity_factory = @rhi_crisis_factory
				supply_consumption_factor = @rhi_crisis_supply
				production_factory_efficiency_gain_factor = @rhi_crisis_efficiency
			}
		}

		rhi_rhine_civic_industrial_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = RHI }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @rhi_mature_stability
				industrial_capacity_factory = @rhi_mature_factory
				supply_consumption_factor = @rhi_mature_supply
				production_factory_max_efficiency_factor = @rhi_mature_efficiency
			}
		}

		rhi_constitutional_river_compact = {
			picture = rhi_constitutional_river_compact
			allowed = { original_tag = RHI }
			allowed_civil_war = { always = yes }
			modifier = { political_power_gain = @route_pp stability_factor = @route_stability research_speed_factor = @route_research }
		}

		rhi_workers_rhine_charter = {
			picture = rhi_workers_rhine_charter
			allowed = { original_tag = RHI }
			allowed_civil_war = { always = yes }
			modifier = { industrial_capacity_factory = @route_factory production_factory_efficiency_gain_factor = @route_efficiency consumer_goods_factor = @route_consumer_relief }
		}

		rhi_emergency_corridor_command = {
			picture = rhi_emergency_corridor_command
			allowed = { original_tag = RHI }
			allowed_civil_war = { always = yes }
			modifier = { army_org_factor = @route_org max_planning_factor = @route_planning training_time_army_factor = @route_training consumer_goods_factor = @route_emergency_consumer }
		}

		rhi_patron_transit_mandate = {
			picture = rhi_patron_transit_mandate
			allowed = { original_tag = RHI }
			allowed_civil_war = { always = yes }
			modifier = { industrial_capacity_factory = @route_patron_factory production_factory_efficiency_gain_factor = @route_efficiency political_power_gain = @route_patron_pp consumer_goods_factor = @route_patron_consumer }
		}

		bay_disputed_state_inheritance = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = BAY }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @bay_crisis_stability production_speed_buildings_factor = @bay_crisis_construction army_org_factor = @bay_crisis_org supply_consumption_factor = @bay_crisis_supply }
		}

		bay_estates_and_districts_settlement = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = BAY }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @bay_mature_stability production_speed_buildings_factor = @bay_mature_construction army_org_factor = @bay_mature_org supply_consumption_factor = @bay_mature_supply }
		}

		bay_constitutional_state_compact = {
			picture = bay_constitutional_state_compact
			allowed = { original_tag = BAY }
			allowed_civil_war = { always = yes }
			modifier = { political_power_gain = @route_pp stability_factor = @route_stability research_speed_factor = @route_research }
		}

		bay_workers_district_charter = {
			picture = bay_workers_district_charter
			allowed = { original_tag = BAY }
			allowed_civil_war = { always = yes }
			modifier = { industrial_capacity_factory = @route_factory production_factory_efficiency_gain_factor = @route_efficiency consumer_goods_factor = @route_consumer_relief }
		}

		bay_restoration_court_settlement = {
			picture = bay_restoration_court_settlement
			allowed = { original_tag = BAY }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @route_traditional_stability war_support_factor = @route_traditional_war_support recruitable_population_factor = @route_traditional_recruitable }
		}

		bay_emergency_mountain_guardians = {
			picture = bay_emergency_mountain_guardians
			allowed = { original_tag = BAY }
			allowed_civil_war = { always = yes }
			modifier = { army_org_factor = @route_org max_planning_factor = @route_planning training_time_army_factor = @route_training consumer_goods_factor = @route_emergency_consumer }
		}


		# SOURCE: 006_independence_wave_ruthenia_ideas.txt
		rut_fragmented_mountain_mandate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = RUT }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @rut_crisis_stability
				supply_consumption_factor = @rut_crisis_supply
				recruitable_population_factor = @rut_crisis_recruitable
			}
		}

		rut_carpathian_state_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = RUT }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @rut_mature_stability
				supply_consumption_factor = @rut_mature_supply
				army_defence_factor = @rut_mature_defense
			}
		}

		rut_constitutional_autonomy_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = RUT }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @rut_constitutional_stability
				research_speed_factor = @rut_constitutional_research
				production_speed_buildings_factor = @rut_constitutional_construction
			}
		}

		rut_socialist_rail_councils = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = RUT }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @rut_socialist_factory
				production_speed_buildings_factor = @rut_socialist_construction
				consumer_goods_factor = @rut_socialist_consumer
			}
		}

		rut_agrarian_village_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = RUT }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @rut_agrarian_stability
				recruitable_population_factor = @rut_agrarian_recruitable
				supply_consumption_factor = @rut_agrarian_supply
			}
		}

		rut_mountain_emergency_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = RUT }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = @rut_emergency_defense
				army_org_factor = @rut_emergency_org
				training_time_army_factor = @rut_emergency_training
			}
		}

		# SOURCE: 006_independence_wave_saar_ideas.txt
		ajx_exposed_saar_industrial_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = AJX }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @ajx_exposed_stability
				industrial_capacity_factory = @ajx_exposed_factory
				production_factory_efficiency_gain_factor = @ajx_exposed_efficiency
				supply_consumption_factor = @ajx_exposed_supply
			}
		}

		ajx_balanced_saar_industrial_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = AJX }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @ajx_mature_stability
				industrial_capacity_factory = @ajx_mature_factory
				production_factory_max_efficiency_factor = @ajx_mature_efficiency
				local_resources_factor = @ajx_mature_resources
			}
		}

		ajx_constitutional_municipal_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = AJX }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @ajx_constitutional_pp
				stability_factor = @ajx_constitutional_stability
				research_speed_factor = @ajx_constitutional_research
			}
		}

		ajx_saar_labor_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = AJX }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @ajx_labor_factory
				production_factory_efficiency_gain_factor = @ajx_labor_efficiency
				consumer_goods_factor = @ajx_labor_consumer
			}
		}

		ajx_patron_industrial_mandate = {
			picture = independence_wave_patron_pressure
			allowed = { original_tag = AJX }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @ajx_patron_factory
				production_factory_efficiency_gain_factor = @ajx_patron_efficiency
				political_power_gain = @ajx_patron_pp
				consumer_goods_factor = @ajx_patron_consumer
			}
		}

		ajx_municipal_neutral_commission = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = AJX }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @ajx_neutral_stability
				production_speed_infrastructure_factor = @ajx_neutral_infrastructure
				trade_opinion_factor = @ajx_neutral_trade
				political_power_gain = @ajx_neutral_pp
			}
		}

		# SOURCE: 006_independence_wave_sakha_ideas.txt
		yak_fragmented_arctic_mandate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = YAK }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = -0.15 supply_consumption_factor = 0.14 recruitable_population_factor = -0.04 }
		}
		yak_sakha_arctic_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = YAK }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = 0.09 supply_consumption_factor = -0.07 army_defence_factor = 0.09 }
		}
		yak_sakha_council_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = YAK }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = 0.07 research_speed_factor = 0.04 production_speed_buildings_factor = 0.05 }
		}
		yak_lena_workers_councils = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = YAK }
			allowed_civil_war = { always = yes }
			modifier = { industrial_capacity_factory = 0.07 production_speed_buildings_factor = 0.07 consumer_goods_factor = -0.04 }
		}
		yak_sakha_community_register = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = YAK }
			allowed_civil_war = { always = yes }
			modifier = { local_resources_factor = 0.06 stability_factor = 0.03 production_speed_buildings_factor = 0.03 }
		}
		yak_arctic_land_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = YAK }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = 0.08 recruitable_population_factor = 0.04 supply_consumption_factor = -0.04 }
		}
		yak_river_guard_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = YAK }
			allowed_civil_war = { always = yes }
			modifier = { army_defence_factor = 0.13 army_org_factor = 0.07 training_time_army_factor = -0.08 stability_factor = -0.04 }
		}

		# SOURCE: 006_independence_wave_scotland_wales_ideas.txt
		sco_divided_coastal_command = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = SCO }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @sco_crisis_stability
				industrial_capacity_dockyard = @sco_crisis_dockyard
				supply_consumption_factor = @sco_crisis_supply
			}
		}

		sco_north_atlantic_state_service = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = SCO }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @sco_mature_stability
				industrial_capacity_dockyard = @sco_mature_dockyard
				navy_org_factor = @sco_mature_navy_org
			}
		}

		sco_constitutional_convention = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = SCO }
			allowed_civil_war = { always = yes }
			modifier = { political_power_gain = @route_pp stability_factor = @route_stability research_speed_factor = @route_research }
		}

		sco_workers_commonwealth_charter = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = SCO }
			allowed_civil_war = { always = yes }
			modifier = { industrial_capacity_factory = @route_factory production_factory_efficiency_gain_factor = @route_efficiency consumer_goods_factor = @route_consumer_relief }
		}

		sco_crown_and_convention_settlement = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = SCO }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @route_traditional_stability war_support_factor = @route_traditional_war_support recruitable_population_factor = @route_traditional_recruitable }
		}

		sco_emergency_territorial_directorate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = SCO }
			allowed_civil_war = { always = yes }
			modifier = { army_org_factor = @route_org max_planning_factor = @route_planning training_time_army_factor = @route_training consumer_goods_factor = @route_emergency_consumer }
		}

		wls_divided_valleys_administration = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = WLS }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @wls_crisis_stability production_speed_buildings_factor = @wls_crisis_construction supply_consumption_factor = @wls_crisis_supply }
		}

		wls_bilingual_coal_and_rail_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = WLS }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @wls_mature_stability production_speed_buildings_factor = @wls_mature_construction supply_consumption_factor = @wls_mature_supply }
		}

		wls_constitutional_national_council = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = WLS }
			allowed_civil_war = { always = yes }
			modifier = { political_power_gain = @route_pp stability_factor = @route_stability research_speed_factor = @route_research }
		}

		wls_workers_valleys_charter = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = WLS }
			allowed_civil_war = { always = yes }
			modifier = { industrial_capacity_factory = @route_factory production_factory_efficiency_gain_factor = @route_efficiency consumer_goods_factor = @route_consumer_relief }
		}

		wls_cultural_guardians_settlement = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = WLS }
			allowed_civil_war = { always = yes }
			modifier = { stability_factor = @route_traditional_stability war_support_factor = @route_traditional_war_support recruitable_population_factor = @route_traditional_recruitable }
		}

		wls_emergency_mountain_directorate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = WLS }
			allowed_civil_war = { always = yes }
			modifier = { army_org_factor = @route_org max_planning_factor = @route_planning training_time_army_factor = @route_training consumer_goods_factor = @route_emergency_consumer }
		}

		# SOURCE: 006_independence_wave_tatarstan_ideas.txt
		tat_fragmented_river_mandate = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = TAT }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @tat_crisis_stability
				supply_consumption_factor = @tat_crisis_supply
				recruitable_population_factor = @tat_crisis_recruitable
			}
		}

		tat_tatarstan_host_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = TAT }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @tat_mature_stability
				supply_consumption_factor = @tat_mature_supply
				army_defence_factor = @tat_mature_defense
			}
		}

		tat_rada_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = TAT }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @tat_constitutional_stability
				research_speed_factor = @tat_constitutional_research
				production_speed_buildings_factor = @tat_constitutional_construction
			}
		}

		tat_guard_soviets = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = TAT }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @tat_socialist_factory
				production_speed_buildings_factor = @tat_socialist_construction
				consumer_goods_factor = @tat_socialist_consumer
			}
		}

		tat_stanitsa_land_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = TAT }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @tat_agrarian_stability
				recruitable_population_factor = @tat_agrarian_recruitable
				supply_consumption_factor = @tat_agrarian_supply
			}
		}

		tat_river_emergency_command = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = TAT }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = @tat_emergency_defense
				army_org_factor = @tat_emergency_org
				training_time_army_factor = @tat_emergency_training
			}
		}

		# SOURCE: 006_independence_wave_thrace_ideas.txt
		bax_divided_thrace_authority = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = BAX }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @bax_crisis_stability
				supply_consumption_factor = @bax_crisis_supply
				army_defence_factor = @bax_crisis_defense
			}
		}

		bax_thrace_compact = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = BAX }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @bax_mature_stability
				supply_consumption_factor = @bax_mature_supply
				army_defence_factor = @bax_mature_defense
			}
		}

		bax_municipal_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = BAX }
			allowed_civil_war = { always = yes }
			modifier = {
				political_power_gain = @bax_constitutional_pp
				stability_factor = @bax_constitutional_stability
				research_speed_factor = @bax_constitutional_research
			}
		}

		bax_corridor_workers_council = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = BAX }
			allowed_civil_war = { always = yes }
			modifier = {
				industrial_capacity_factory = @bax_popular_factory
				production_speed_buildings_factor = @bax_popular_construction
				consumer_goods_factor = @bax_popular_consumer
			}
		}

		bax_community_autonomy_compact = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = BAX }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @bax_traditional_stability
				war_support_factor = @bax_traditional_war_support
				recruitable_population_factor = @bax_traditional_recruitable
			}
		}

		bax_corridor_defence_commission = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = BAX }
			allowed_civil_war = { always = yes }
			modifier = {
				army_defence_factor = @bax_emergency_defense
				army_org_factor = @bax_emergency_org
				training_time_army_factor = @bax_emergency_training
			}
		}

		bax_patron_strait_compact = {
			picture = independence_wave_recognition_diplomacy
			allowed = { original_tag = BAX }
			allowed_civil_war = { always = yes }
			modifier = {
				trade_opinion_factor = @bax_patron_trade
				puppet_cost_factor = @bax_patron_dependency
			}
		}

		# SOURCE: 006_independence_wave_transcaucasus_ideas.txt
		independence_wave_arm_mountain_republic_under_siege = {
			picture = generic_army_motorization
			allowed = { always = yes }
			modifier = {
				stability_factor = -0.08
				army_defence_factor = -0.05
				supply_consumption_factor = 0.08
			}
		}
		independence_wave_arm_mountain_republic_settled = {
			picture = generic_army_motorization
			allowed = { always = yes }
			modifier = {
				stability_factor = 0.04
				army_defence_factor = 0.08
				supply_consumption_factor = -0.06
			}
		}
		independence_wave_geo_black_sea_corridor_under_strain = {
			picture = generic_diplomatic_treaty
			allowed = { always = yes }
			modifier = {
				stability_factor = -0.06
				trade_opinion_factor = -0.10
				industrial_capacity_factory = -0.04
			}
		}
		independence_wave_geo_black_sea_corridor_secured = {
			picture = generic_diplomatic_treaty
			allowed = { always = yes }
			modifier = {
				stability_factor = 0.03
				trade_opinion_factor = 0.12
				convoy_raiding_efficiency_factor = 0.05
			}
		}
		independence_wave_azr_baku_oil_security_crisis = {
			picture = generic_political_discourse
			allowed = { always = yes }
			modifier = {
				stability_factor = -0.07
				fuel_gain_factor = -0.12
				industrial_capacity_factory = -0.04
			}
		}
		independence_wave_azr_baku_oil_security_settled = {
			picture = generic_political_discourse
			allowed = { always = yes }
			modifier = {
				stability_factor = 0.03
				fuel_gain_factor = 0.12
				industrial_capacity_factory = 0.04
			}
		}
		independence_wave_form16_federal_charter_provisional = {
			picture = generic_government
			allowed = { always = yes }
			modifier = {
				stability_factor = -0.02
				political_power_factor = -0.02
				army_org_factor = -0.02
			}
		}
		independence_wave_form16_federal_charter_coordinated = {
			picture = generic_government
			allowed = { always = yes }
			modifier = {
				stability_factor = 0.02
				political_power_factor = 0.03
				army_org_factor = 0.03
			}
		}
		independence_wave_form16_federal_charter_settled = {
			picture = generic_government
			allowed = { always = yes }
			modifier = {
				stability_factor = 0.05
				political_power_factor = 0.06
				army_org_factor = 0.05
				industrial_capacity_factory = 0.03
			}
		}

		# SOURCE: 006_independence_wave_transylvania_ideas.txt
		tra_divided_border_authority = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = TRA }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @tra_crisis_stability
				supply_consumption_factor = @tra_crisis_supply
				army_defence_factor = @tra_crisis_defense
			}
		}

		tra_danube_settlement = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = TRA }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @tra_mature_stability
				supply_consumption_factor = @tra_mature_supply
				army_defence_factor = @tra_mature_defense
			}
		}

		tra_federal_council_charter = {
			picture = independence_wave_improvised_government
			allowed = { original_tag = TRA }
			allowed_civil_war = { always = yes }
			modifier = {
